,XRPUSDT,BCHUSDT,beta,intercept
2020-01-13 20:00:00+00:00,0.21225,267.88,,
2020-01-13 21:00:00+00:00,0.21202,267.96,,
2020-01-13 22:00:00+00:00,0.21141,266.79,,
2020-01-13 23:00:00+00:00,0.21134,267.21,,
2020-01-14 00:00:00+00:00,0.21411,275.45,,
2020-01-14 01:00:00+00:00,0.21688,280.59,,
2020-01-14 02:00:00+00:00,0.21716,280.67,,
2020-01-14 03:00:00+00:00,0.2179,284.34,,
2020-01-14 04:00:00+00:00,0.21818,282.89,,
2020-01-14 05:00:00+00:00,0.21653,281.21,,
2020-01-14 06:00:00+00:00,0.21739,282.66,,
2020-01-14 07:00:00+00:00,0.21757,282.56,,
2020-01-14 08:00:00+00:00,0.21832,283.82,,
2020-01-14 09:00:00+00:00,0.22073,283.61,,
2020-01-14 10:00:00+00:00,0.22116,284.42,,
2020-01-14 11:00:00+00:00,0.22159,285.4,,
2020-01-14 12:00:00+00:00,0.21982,285.43,,
2020-01-14 13:00:00+00:00,0.22394,300.91,,
2020-01-14 14:00:00+00:00,0.22573,327.36,,
2020-01-14 15:00:00+00:00,0.22497,340.16,,
2020-01-14 16:00:00+00:00,0.23827,333.18,,
2020-01-14 17:00:00+00:00,0.23931,328.93,,
2020-01-14 18:00:00+00:00,0.23651,325.47,,
2020-01-14 19:00:00+00:00,0.23766,329.88,,
2020-01-14 20:00:00+00:00,0.23444,325.23,,
2020-01-14 21:00:00+00:00,0.23368,325.6,,
2020-01-14 22:00:00+00:00,0.23453,338.51,,
2020-01-14 23:00:00+00:00,0.23464,348.35,,
2020-01-15 00:00:00+00:00,0.24046,344.8,,
2020-01-15 01:00:00+00:00,0.23809,342.33,,
2020-01-15 02:00:00+00:00,0.237,351.22,,
2020-01-15 03:00:00+00:00,0.23488,339.73,,
2020-01-15 04:00:00+00:00,0.22836,319.41,,
2020-01-15 05:00:00+00:00,0.22901,324.6,,
2020-01-15 06:00:00+00:00,0.23481,332.59,,
2020-01-15 07:00:00+00:00,0.23225,326.34,,
2020-01-15 08:00:00+00:00,0.23152,327.31,,
2020-01-15 09:00:00+00:00,0.23588,343.53,,
2020-01-15 10:00:00+00:00,0.23922,343.69,,
2020-01-15 11:00:00+00:00,0.23539,334.26,,
2020-01-15 12:00:00+00:00,0.23665,338.74,,
2020-01-15 13:00:00+00:00,0.24194,349.45,,
2020-01-15 14:00:00+00:00,0.23775,338.97,,
2020-01-15 15:00:00+00:00,0.23436,325.62,,
2020-01-15 16:00:00+00:00,0.23474,331.11,,
2020-01-15 17:00:00+00:00,0.23642,334.4,,
2020-01-15 18:00:00+00:00,0.23379,326.48,,
2020-01-15 19:00:00+00:00,0.23515,330.25,,
2020-01-15 20:00:00+00:00,0.23627,335.8,,
2020-01-15 21:00:00+00:00,0.23691,337.36,,
2020-01-15 22:00:00+00:00,0.2368,342.43,,
2020-01-15 23:00:00+00:00,0.23367,339.99,,
2020-01-16 00:00:00+00:00,0.23093,333.12,,
2020-01-16 01:00:00+00:00,0.22516,319.53,,
2020-01-16 02:00:00+00:00,0.22402,315.55,,
2020-01-16 03:00:00+00:00,0.22496,317.21,,
2020-01-16 04:00:00+00:00,0.22614,319.33,,
2020-01-16 05:00:00+00:00,0.22702,323.57,,
2020-01-16 06:00:00+00:00,0.22745,323.48,,
2020-01-16 07:00:00+00:00,0.22575,319.57,,
2020-01-16 08:00:00+00:00,0.22605,320.24,,
2020-01-16 09:00:00+00:00,0.22555,318.2,,
2020-01-16 10:00:00+00:00,0.22655,320.12,,
2020-01-16 11:00:00+00:00,0.22765,327.66,,
2020-01-16 12:00:00+00:00,0.22704,323.2,,
2020-01-16 13:00:00+00:00,0.22724,318.7,,
2020-01-16 14:00:00+00:00,0.22772,321.55,,
2020-01-16 15:00:00+00:00,0.2277,323.88,,
2020-01-16 16:00:00+00:00,0.22627,321.7,,
2020-01-16 17:00:00+00:00,0.22841,324.19,,
2020-01-16 18:00:00+00:00,0.22894,326.82,,
2020-01-16 19:00:00+00:00,0.22892,326.48,,
2020-01-16 20:00:00+00:00,0.23028,331.67,,
2020-01-16 21:00:00+00:00,0.22881,325.21,,
2020-01-16 22:00:00+00:00,0.22891,328.02,,
2020-01-16 23:00:00+00:00,0.229,326.76,,
2020-01-17 00:00:00+00:00,0.22733,323.24,,
2020-01-17 01:00:00+00:00,0.22906,326.48,,
2020-01-17 02:00:00+00:00,0.23112,328.42,,
2020-01-17 03:00:00+00:00,0.23242,337.0,,
2020-01-17 04:00:00+00:00,0.23387,341.21,,
2020-01-17 05:00:00+00:00,0.23535,350.04,,
2020-01-17 06:00:00+00:00,0.23304,339.2,,
2020-01-17 07:00:00+00:00,0.2349,345.27,,
2020-01-17 08:00:00+00:00,0.23502,345.12,,
2020-01-17 09:00:00+00:00,0.23626,348.5,,
2020-01-17 10:00:00+00:00,0.23556,346.98,,
2020-01-17 11:00:00+00:00,0.23465,345.02,,
2020-01-17 12:00:00+00:00,0.23194,336.71,,
2020-01-17 13:00:00+00:00,0.23329,341.49,,
2020-01-17 14:00:00+00:00,0.23138,334.36,,
2020-01-17 15:00:00+00:00,0.23492,345.92,,
2020-01-17 16:00:00+00:00,0.23539,356.44,,
2020-01-17 17:00:00+00:00,0.23845,359.98,,
2020-01-17 18:00:00+00:00,0.24228,361.95,,
2020-01-17 19:00:00+00:00,0.23742,368.23,,
2020-01-17 20:00:00+00:00,0.23708,366.81,,
2020-01-17 21:00:00+00:00,0.24009,370.0,,
2020-01-17 22:00:00+00:00,0.24114,376.8,,
2020-01-17 23:00:00+00:00,0.23921,368.0,,
2020-01-18 00:00:00+00:00,0.24144,402.01,,
2020-01-18 01:00:00+00:00,0.23968,389.23,,
2020-01-18 02:00:00+00:00,0.23823,388.94,,
2020-01-18 03:00:00+00:00,0.2386,385.4,,
2020-01-18 04:00:00+00:00,0.23491,361.5,,
2020-01-18 05:00:00+00:00,0.23441,356.87,,
2020-01-18 06:00:00+00:00,0.23498,361.22,,
2020-01-18 07:00:00+00:00,0.23473,357.5,,
2020-01-18 08:00:00+00:00,0.23543,360.89,,
2020-01-18 09:00:00+00:00,0.23705,372.49,,
2020-01-18 10:00:00+00:00,0.23664,367.96,,
2020-01-18 11:00:00+00:00,0.23677,365.54,,
2020-01-18 12:00:00+00:00,0.23826,369.71,,
2020-01-18 13:00:00+00:00,0.23842,367.86,,
2020-01-18 14:00:00+00:00,0.24158,359.96,,
2020-01-18 15:00:00+00:00,0.24661,342.36,,
2020-01-18 16:00:00+00:00,0.24307,343.28,,
2020-01-18 17:00:00+00:00,0.24371,344.74,,
2020-01-18 18:00:00+00:00,0.24227,342.79,,
2020-01-18 19:00:00+00:00,0.24408,346.71,,
2020-01-18 20:00:00+00:00,0.24489,346.78,,
2020-01-18 21:00:00+00:00,0.24565,350.09,,
2020-01-18 22:00:00+00:00,0.24679,353.26,,
2020-01-18 23:00:00+00:00,0.24357,339.01,,
2020-01-19 00:00:00+00:00,0.24508,342.4,,
2020-01-19 01:00:00+00:00,0.24601,347.32,,
2020-01-19 02:00:00+00:00,0.24491,347.44,,
2020-01-19 03:00:00+00:00,0.24694,350.76,,
2020-01-19 04:00:00+00:00,0.24983,359.68,,
2020-01-19 05:00:00+00:00,0.24813,354.8,,
2020-01-19 06:00:00+00:00,0.24769,353.2,,
2020-01-19 07:00:00+00:00,0.2486,355.52,,
2020-01-19 08:00:00+00:00,0.24783,356.18,,
2020-01-19 09:00:00+00:00,0.24635,351.19,,
2020-01-19 10:00:00+00:00,0.24515,350.61,,
2020-01-19 11:00:00+00:00,0.2336,334.65,,
2020-01-19 12:00:00+00:00,0.23166,329.74,,
2020-01-19 13:00:00+00:00,0.23279,329.45,,
2020-01-19 14:00:00+00:00,0.23154,328.71,,
2020-01-19 15:00:00+00:00,0.23335,334.41,,
2020-01-19 16:00:00+00:00,0.2337,331.55,,
2020-01-19 17:00:00+00:00,0.23363,332.0,,
2020-01-19 18:00:00+00:00,0.23307,330.0,,
2020-01-19 19:00:00+00:00,0.23307,331.17,,
2020-01-19 20:00:00+00:00,0.23282,329.42,,
2020-01-19 21:00:00+00:00,0.23387,334.31,,
2020-01-19 22:00:00+00:00,0.23399,334.28,,
2020-01-19 23:00:00+00:00,0.23558,339.61,,
2020-01-20 00:00:00+00:00,0.23329,333.85,,
2020-01-20 01:00:00+00:00,0.23204,334.46,,
2020-01-20 02:00:00+00:00,0.23159,331.96,,
2020-01-20 03:00:00+00:00,0.23261,334.07,,
2020-01-20 04:00:00+00:00,0.23191,330.48,,
2020-01-20 05:00:00+00:00,0.23263,331.48,,
2020-01-20 06:00:00+00:00,0.23323,332.92,,
2020-01-20 07:00:00+00:00,0.23326,332.66,,
2020-01-20 08:00:00+00:00,0.23175,331.42,,
2020-01-20 09:00:00+00:00,0.23163,332.38,,
2020-01-20 10:00:00+00:00,0.23169,331.89,,
2020-01-20 11:00:00+00:00,0.22916,327.79,,
2020-01-20 12:00:00+00:00,0.22739,327.81,,
2020-01-20 13:00:00+00:00,0.22889,333.96,,
2020-01-20 14:00:00+00:00,0.2324,340.6,,
2020-01-20 15:00:00+00:00,0.23259,345.75,,
2020-01-20 16:00:00+00:00,0.23312,344.97,,
2020-01-20 17:00:00+00:00,0.23231,343.8,,
2020-01-20 18:00:00+00:00,0.23303,345.68,,
2020-01-20 19:00:00+00:00,0.23356,345.1,,
2020-01-20 20:00:00+00:00,0.23435,346.05,,
2020-01-20 21:00:00+00:00,0.23498,352.78,,
2020-01-20 22:00:00+00:00,0.23367,346.15,,
2020-01-20 23:00:00+00:00,0.23314,343.39,,
2020-01-21 00:00:00+00:00,0.23253,341.72,,
2020-01-21 01:00:00+00:00,0.23312,344.58,,
2020-01-21 02:00:00+00:00,0.23833,344.04,,
2020-01-21 03:00:00+00:00,0.23892,346.27,,
2020-01-21 04:00:00+00:00,0.2387,344.79,,
2020-01-21 05:00:00+00:00,0.23715,344.08,,
2020-01-21 06:00:00+00:00,0.23674,344.04,,
2020-01-21 07:00:00+00:00,0.23495,341.6,,
2020-01-21 08:00:00+00:00,0.23714,344.05,,
2020-01-21 09:00:00+00:00,0.2354,341.81,,
2020-01-21 10:00:00+00:00,0.23694,343.26,,
2020-01-21 11:00:00+00:00,0.23662,344.5,,
2020-01-21 12:00:00+00:00,0.23737,343.33,,
2020-01-21 13:00:00+00:00,0.23897,344.97,,
2020-01-21 14:00:00+00:00,0.23709,343.49,,
2020-01-21 15:00:00+00:00,0.23655,340.99,,
2020-01-21 16:00:00+00:00,0.23558,338.94,,
2020-01-21 17:00:00+00:00,0.23504,339.82,,
