,XRPUSDT,BCHUSDT,beta,intercept
2022-12-13 00:00:00+00:00,0.3857,106.0,0.0016063011203907886,0.1920681945344404
2022-12-13 01:00:00+00:00,0.3831,105.6,0.0016064633902541185,0.19204500268650204
2022-12-13 02:00:00+00:00,0.3826,105.8,0.0016064578280637278,0.19204934869005313
2022-12-13 03:00:00+00:00,0.3799,105.2,0.0016065114723870465,0.1920436102227877
2022-12-13 04:00:00+00:00,0.3829,105.4,0.001606578192513646,0.19203610745630506
2022-12-13 05:00:00+00:00,0.382,105.2,0.0016066198159490417,0.19203266880382824
2022-12-13 06:00:00+00:00,0.3812,104.7,0.0016066611030825923,0.19202929359467347
2022-12-13 07:00:00+00:00,0.3829,104.9,0.0016067103337924962,0.19202503086837241
2022-12-13 08:00:00+00:00,0.3815,106.6,0.0016067719357772778,0.19201798729796732
2022-12-13 09:00:00+00:00,0.383,107.7,0.0016068261063764992,0.19201210009600939
2022-12-13 10:00:00+00:00,0.3856,108.9,0.0016068895591081838,0.19200485884607302
2022-12-13 11:00:00+00:00,0.386,109.1,0.0016069924619598894,0.1919912895487884
2022-12-13 12:00:00+00:00,0.3869,109.5,0.001607105872853948,0.19197597174805153
2022-12-13 13:00:00+00:00,0.3953,110.9,0.0016072123125872226,0.19196282775384038
2022-12-13 14:00:00+00:00,0.3932,110.9,0.0016073177728697097,0.19194945035484606
2022-12-13 15:00:00+00:00,0.3904,109.4,0.00160740114257945,0.19193960366754814
2022-12-13 16:00:00+00:00,0.3924,109.1,0.0016074873854680061,0.19192991148696825
2022-12-13 17:00:00+00:00,0.3888,108.1,0.0016075715149213897,0.1919201670607082
2022-12-13 18:00:00+00:00,0.3894,108.4,0.0016076880625548822,0.19190505877882963
2022-12-13 19:00:00+00:00,0.3922,108.8,0.001607807204372786,0.19188979822149255
2022-12-13 20:00:00+00:00,0.3919,109.1,0.0016079330273481495,0.19187339504189288
2022-12-13 21:00:00+00:00,0.3949,109.7,0.0016080646593068836,0.191856417533941
2022-12-13 22:00:00+00:00,0.3941,109.6,0.0016081900914455688,0.19184031965330836
2022-12-13 23:00:00+00:00,0.3952,110.4,0.0016083157031528872,0.19182445105070023
2022-12-14 00:00:00+00:00,0.3942,110.3,0.001608447218766712,0.1918074829258872
2022-12-14 01:00:00+00:00,0.3928,110.3,0.0016085905020424133,0.19178829889021434
2022-12-14 02:00:00+00:00,0.3904,110.1,0.0016087482791720294,0.19176610959947088
2022-12-14 03:00:00+00:00,0.3908,110.4,0.00160890714026164,0.19174380211165348
2022-12-14 04:00:00+00:00,0.3916,110.0,0.0016090735851678256,0.19172019407519086
2022-12-14 05:00:00+00:00,0.3892,109.6,0.0016092362335858367,0.19169692347256917
2022-12-14 06:00:00+00:00,0.3894,109.6,0.0016093941696371551,0.19167432925570954
2022-12-14 07:00:00+00:00,0.3899,109.5,0.0016095407473635478,0.1916543480015412
2022-12-14 08:00:00+00:00,0.3907,109.6,0.0016097007951466685,0.19163235246358842
2022-12-14 09:00:00+00:00,0.3914,109.5,0.0016098727467085494,0.1916086191546824
2022-12-14 10:00:00+00:00,0.3905,109.6,0.0016100447525007567,0.19158466211294273
2022-12-14 11:00:00+00:00,0.39,109.5,0.0016102111443778001,0.19156160595610439
2022-12-14 12:00:00+00:00,0.3913,109.8,0.0016103770690496086,0.1915386372948441
2022-12-14 13:00:00+00:00,0.3908,109.7,0.001610528830402818,0.19151781971791865
2022-12-14 14:00:00+00:00,0.3929,110.0,0.0016106884686424158,0.19149614138628385
2022-12-14 15:00:00+00:00,0.3931,109.7,0.0016108524210018242,0.19147400172423976
2022-12-14 16:00:00+00:00,0.3915,109.7,0.001611023082858893,0.19145089256976694
2022-12-14 17:00:00+00:00,0.3915,109.5,0.001611191114233531,0.19142822892958464
2022-12-14 18:00:00+00:00,0.3871,110.0,0.0016113634836004177,0.1914038007676782
2022-12-14 19:00:00+00:00,0.382,108.5,0.0016115416586311006,0.19137778260727734
2022-12-14 20:00:00+00:00,0.3822,108.7,0.0016117104102448701,0.19135327390005383
2022-12-14 21:00:00+00:00,0.3843,108.4,0.0016118863655934514,0.19132779657920101
2022-12-14 22:00:00+00:00,0.3858,109.0,0.0016120679813959658,0.19130145504768245
2022-12-14 23:00:00+00:00,0.3853,109.1,0.001612244744910448,0.19127595108497097
2022-12-15 00:00:00+00:00,0.3857,109.5,0.001612418736352329,0.19125080252686474
2022-12-15 01:00:00+00:00,0.3802,108.5,0.001612604086458004,0.19122297828730822
2022-12-15 02:00:00+00:00,0.3802,108.9,0.0016127865228245692,0.19119549449550965
2022-12-15 03:00:00+00:00,0.3814,109.3,0.0016129684910046003,0.19116820061643575
2022-12-15 04:00:00+00:00,0.381,109.5,0.0016131401145454177,0.19114265736341174
2022-12-15 05:00:00+00:00,0.3806,109.6,0.0016133180735178913,0.19111584501241843
2022-12-15 06:00:00+00:00,0.3811,109.5,0.0016134796576054633,0.1910919699326767
2022-12-15 07:00:00+00:00,0.3806,109.2,0.0016136533924012134,0.1910659959312949
2022-12-15 08:00:00+00:00,0.3789,108.7,0.0016138314450540867,0.1910390714361633
2022-12-15 09:00:00+00:00,0.381,109.1,0.0016140083997862671,0.1910126087808092
2022-12-15 10:00:00+00:00,0.3796,108.6,0.0016141928538685765,0.19098485260975656
2022-12-15 11:00:00+00:00,0.3804,108.8,0.0016143720256309572,0.1909580871449799
2022-12-15 12:00:00+00:00,0.381,108.5,0.0016145611648119961,0.19093000718489433
2022-12-15 13:00:00+00:00,0.38,108.8,0.0016147474641643358,0.1909020520304812
2022-12-15 14:00:00+00:00,0.3808,108.6,0.001614931867732205,0.19087453102028318
2022-12-15 15:00:00+00:00,0.3816,108.4,0.0016151211655344741,0.19084634141604145
2022-12-15 16:00:00+00:00,0.3819,108.3,0.001615307718753266,0.19081853084956263
2022-12-15 17:00:00+00:00,0.3796,108.2,0.0016155025234979754,0.19078912849632873
2022-12-15 18:00:00+00:00,0.3761,107.8,0.0016157023495022788,0.190758493372847
2022-12-15 19:00:00+00:00,0.3779,108.6,0.001615894662772348,0.19072927210181323
2022-12-15 20:00:00+00:00,0.3787,108.3,0.0016160795878542233,0.19070148785337335
2022-12-15 22:00:00+00:00,0.3773,107.1,0.0016162643583754865,0.19067399365484095
2022-12-15 23:00:00+00:00,0.378,107.2,0.00161645237884588,0.1906460633407687
2022-12-16 00:00:00+00:00,0.3786,107.5,0.0016166462887230188,0.190617136449158
2022-12-16 01:00:00+00:00,0.3766,107.4,0.0016168293864253437,0.1905896827892125
2022-12-16 02:00:00+00:00,0.377,107.6,0.001617007114323889,0.19056329341894185
2022-12-16 03:00:00+00:00,0.3775,107.5,0.001617186984955375,0.19053674497033216
2022-12-16 04:00:00+00:00,0.3768,107.5,0.0016173647029693098,0.19051039300228229
2022-12-16 05:00:00+00:00,0.3789,107.5,0.0016175394402347513,0.19048475533823744
2022-12-16 06:00:00+00:00,0.3782,107.3,0.0016177279992776543,0.19045669167284285
2022-12-16 07:00:00+00:00,0.3796,107.7,0.0016179189658534969,0.19042827085097985
2022-12-16 08:00:00+00:00,0.3754,105.8,0.0016181114618368426,0.19039941230761992
2022-12-16 09:00:00+00:00,0.3646,103.3,0.0016183077380039538,0.19036896126502564
2022-12-16 10:00:00+00:00,0.3635,103.0,0.001618505583229808,0.19033806904069983
2022-12-16 11:00:00+00:00,0.3651,103.5,0.001618694649109114,0.19030857236807955
2022-12-16 12:00:00+00:00,0.3646,104.0,0.0016188740458973436,0.19028027227318445
2022-12-16 13:00:00+00:00,0.3637,103.1,0.0016190441790994003,0.1902536207940875
2022-12-16 14:00:00+00:00,0.3645,103.9,0.0016192267156034212,0.19022478109625668
2022-12-16 15:00:00+00:00,0.3623,103.4,0.001619415069663308,0.1901947968404018
2022-12-16 16:00:00+00:00,0.358,102.6,0.001619618295290181,0.19016183265193465
2022-12-16 17:00:00+00:00,0.3574,103.1,0.0016198199049597608,0.19012905257798018
2022-12-16 18:00:00+00:00,0.3607,103.2,0.001620007816043416,0.19009927084970202
2022-12-16 19:00:00+00:00,0.3629,103.6,0.001620192779151754,0.19007055201051087
2022-12-16 20:00:00+00:00,0.3643,104.3,0.001620354573874054,0.19004578332055405
2022-12-16 21:00:00+00:00,0.3629,104.3,0.0016205288932627385,0.19001857809694567
2022-12-16 22:00:00+00:00,0.3522,100.6,0.0016207128784945296,0.18998895598420723
2022-12-16 23:00:00+00:00,0.3511,100.1,0.0016208994517929653,0.18995876932178615
2022-12-17 00:00:00+00:00,0.354,101.0,0.0016210762317024532,0.18993063669551608
2022-12-17 01:00:00+00:00,0.3534,99.8,0.0016212394942887154,0.18990493009756182
2022-12-17 02:00:00+00:00,0.3522,101.8,0.0016214257646905601,0.18987447360059653
2022-12-17 03:00:00+00:00,0.3531,101.9,0.001621618250345589,0.1898432327953326
2022-12-17 04:00:00+00:00,0.356,102.0,0.001621809238414477,0.18981264664976502
2022-12-17 05:00:00+00:00,0.353,101.7,0.001621989358987914,0.18978364345684529
2022-12-17 06:00:00+00:00,0.3532,101.7,0.0016221798379051438,0.18975296377223808
2022-12-17 07:00:00+00:00,0.3559,102.2,0.001622364951161344,0.18972378114670652
2022-12-17 08:00:00+00:00,0.3549,102.1,0.0016225353429495971,0.18969715075467924
2022-12-17 09:00:00+00:00,0.3529,101.6,0.001622707016620963,0.1896701869708378
2022-12-17 10:00:00+00:00,0.3541,102.2,0.0016228794911866944,0.1896430667849451
2022-12-17 11:00:00+00:00,0.3526,101.8,0.0016230553591506517,0.1896153732766699
2022-12-17 12:00:00+00:00,0.3527,101.6,0.0016232493788325248,0.18958517931980867
2022-12-17 13:00:00+00:00,0.3518,101.2,0.0016234554861139822,0.18955305400477362
2022-12-17 14:00:00+00:00,0.3519,102.3,0.0016236590308091566,0.18952091376642488
2022-12-17 16:00:00+00:00,0.3511,102.7,0.0016238598114335834,0.18948878995456503
2022-12-17 17:00:00+00:00,0.3487,102.5,0.001624040943862379,0.18945971975306336
2022-12-17 18:00:00+00:00,0.3507,102.5,0.0016242188424686202,0.18943126822315698
2022-12-17 19:00:00+00:00,0.3501,102.5,0.001624395007156497,0.18940309017496496
2022-12-17 20:00:00+00:00,0.3503,102.2,0.0016245691877744797,0.18937530720339713
2022-12-17 21:00:00+00:00,0.3503,102.3,0.0016247458952965334,0.1893471486037095
2022-12-17 22:00:00+00:00,0.3521,103.0,0.0016249219645688255,0.18931925382752435
2022-12-17 23:00:00+00:00,0.3545,103.1,0.0016250937796041121,0.18929252670387708
2022-12-18 00:00:00+00:00,0.353,103.0,0.0016252935780362485,0.18926098375114275
2022-12-18 01:00:00+00:00,0.352,102.8,0.0016254986469551682,0.18922820517464886
2022-12-18 02:00:00+00:00,0.3526,102.8,0.0016257054729657914,0.18919514752400823
2022-12-18 03:00:00+00:00,0.3536,102.9,0.0016259126427772756,0.1891625008034553
2022-12-18 04:00:00+00:00,0.3541,103.0,0.0016261115962966587,0.18913085153105702
2022-12-18 05:00:00+00:00,0.3543,102.6,0.001626311810754864,0.18909887861131994
2022-12-18 06:00:00+00:00,0.3535,102.6,0.0016265145828862186,0.18906648795795344
2022-12-18 07:00:00+00:00,0.3532,102.5,0.001626706244500174,0.18903605203925122
2022-12-18 08:00:00+00:00,0.3534,102.5,0.0016268881775557947,0.18900714374628655
2022-12-18 09:00:00+00:00,0.3507,101.9,0.0016270722955242839,0.18897788232579915
2022-12-18 10:00:00+00:00,0.3512,102.2,0.0016272517116516054,0.1889493467405612
2022-12-18 12:00:00+00:00,0.3515,102.5,0.001627423720628956,0.1889220381045001
2022-12-18 13:00:00+00:00,0.3499,102.6,0.0016275918342372516,0.18889506454800167
2022-12-18 14:00:00+00:00,0.3502,101.9,0.001627759528356489,0.18886833069745937
2022-12-18 15:00:00+00:00,0.3496,101.8,0.001627931162853649,0.18884064154274377
2022-12-18 16:00:00+00:00,0.3487,101.8,0.0016281075537397005,0.18881189557110847
2022-12-18 18:00:00+00:00,0.3496,102.3,0.0016282864128336605,0.18878283393900638
2022-12-18 19:00:00+00:00,0.3503,102.1,0.0016284738174359532,0.18875254074878034
2022-12-18 20:00:00+00:00,0.351,102.6,0.0016286590970850162,0.18872269112719664
2022-12-18 21:00:00+00:00,0.3498,102.1,0.0016288430792023873,0.1886930364309089
2022-12-18 22:00:00+00:00,0.3502,102.2,0.001629020994938621,0.18866436572933767
2022-12-18 23:00:00+00:00,0.3499,102.0,0.0016291960936793684,0.18863608168816898
2022-12-19 00:00:00+00:00,0.3512,102.7,0.0016293766056080725,0.18860700005153833
2022-12-19 01:00:00+00:00,0.3523,102.6,0.0016295535962475211,0.18857869841384634
2022-12-19 02:00:00+00:00,0.3466,101.9,0.0016297407187804177,0.1885479846305301
2022-12-19 03:00:00+00:00,0.3415,100.8,0.0016299414986989454,0.18851441821499804
2022-12-19 04:00:00+00:00,0.3417,100.8,0.0016301336168149142,0.1884822773389474
2022-12-19 05:00:00+00:00,0.3402,100.6,0.001630338563353537,0.1884479531261497
2022-12-19 06:00:00+00:00,0.3431,101.2,0.0016305313980386638,0.1884160320487834
2022-12-19 07:00:00+00:00,0.344,101.5,0.001630713203685477,0.18838600050300675
2022-12-19 08:00:00+00:00,0.3418,101.8,0.0016308966272454881,0.18835545526293224
2022-12-19 09:00:00+00:00,0.3433,101.8,0.0016310803800616747,0.188325048718046
2022-12-19 10:00:00+00:00,0.3439,101.8,0.001631263521691019,0.18829494285757922
2022-12-19 11:00:00+00:00,0.3423,101.6,0.0016314516366141261,0.18826422489402367
2022-12-19 13:00:00+00:00,0.3403,101.6,0.00163163718277875,0.18823349575665138
2022-12-19 14:00:00+00:00,0.3422,101.4,0.00163181267847209,0.18820468452564443
2022-12-19 15:00:00+00:00,0.3412,101.3,0.0016319879092792481,0.18817542066415655
2022-12-19 16:00:00+00:00,0.3385,100.7,0.0016321796063927985,0.1881427584743114
2022-12-19 17:00:00+00:00,0.3375,100.3,0.0016323691186462086,0.18811018623126896
2022-12-19 18:00:00+00:00,0.3327,99.2,0.001632576017822022,0.18807415142667497
2022-12-19 19:00:00+00:00,0.3375,100.1,0.0016327872434864486,0.1880381263059313
2022-12-19 20:00:00+00:00,0.3398,100.2,0.0016329995607466405,0.18800223518111864
2022-12-19 21:00:00+00:00,0.3407,100.0,0.0016331950883590918,0.1879692473582106
2022-12-19 22:00:00+00:00,0.3384,98.7,0.0016333855125873083,0.18793702960683392
2022-12-19 23:00:00+00:00,0.3389,98.4,0.001633581832243246,0.18790408365594552
2022-12-20 00:00:00+00:00,0.3367,99.3,0.0016337840020423447,0.18786966169398844
2022-12-20 01:00:00+00:00,0.3393,100.0,0.001633990141862954,0.1878348644505637
2022-12-20 02:00:00+00:00,0.3383,100.3,0.0016341944284007123,0.18780025351717639
2022-12-20 03:00:00+00:00,0.3391,100.1,0.0016343981228620357,0.1877658157143805
2022-12-20 04:00:00+00:00,0.3431,100.2,0.001634596321233002,0.1877329359716934
2022-12-20 05:00:00+00:00,0.3442,100.5,0.0016348092170075323,0.18769773902508358
2022-12-20 06:00:00+00:00,0.3442,101.0,0.0016350167169419956,0.18766324258553793
2022-12-20 07:00:00+00:00,0.3421,100.8,0.0016352246196469078,0.1876283209155537
2022-12-20 08:00:00+00:00,0.344,100.9,0.0016354438963398625,0.18759171043464712
2022-12-20 09:00:00+00:00,0.3454,100.8,0.001635651323261639,0.18755754079287698
2022-12-20 10:00:00+00:00,0.3444,100.7,0.0016358605400559052,0.18752275255334216
2022-12-20 11:00:00+00:00,0.3437,100.8,0.0016360720547286458,0.18748755534831268
2022-12-20 12:00:00+00:00,0.3439,100.8,0.0016362909250812992,0.18745115369386656
2022-12-20 13:00:00+00:00,0.344,100.4,0.0016365020920493284,0.18741622999884902
2022-12-20 14:00:00+00:00,0.3458,100.8,0.0016367211400954151,0.1873803511185344
2022-12-20 15:00:00+00:00,0.3469,100.9,0.001636940992530242,0.18734449759360902
2022-12-20 16:00:00+00:00,0.3465,100.9,0.0016371641284947706,0.1873081797122975
2022-12-20 17:00:00+00:00,0.3454,100.9,0.0016373882473935712,0.18727144510711957
2022-12-20 18:00:00+00:00,0.3478,101.2,0.0016376110187963369,0.18723519702701186
2022-12-20 19:00:00+00:00,0.3494,101.4,0.0016378264945344325,0.18720046710280122
2022-12-20 20:00:00+00:00,0.349,101.4,0.0016380409731379473,0.18716601502940414
2022-12-20 21:00:00+00:00,0.3508,101.6,0.0016382499236114044,0.1871326275618567
2022-12-20 22:00:00+00:00,0.3528,102.0,0.0016384547590789621,0.18710012014090283
2022-12-20 23:00:00+00:00,0.3482,101.7,0.001638663156107962,0.1870663607773451
2022-12-21 00:00:00+00:00,0.3484,101.8,0.0016388658981649454,0.18703355422530116
2022-12-21 01:00:00+00:00,0.3461,102.1,0.0016390676358457807,0.18700045232147855
2022-12-21 02:00:00+00:00,0.3437,102.0,0.0016392486888753906,0.18697028794822693
2022-12-21 03:00:00+00:00,0.3388,101.4,0.0016394262664802999,0.18694005167707733
2022-12-21 04:00:00+00:00,0.3408,100.5,0.0016396071670347092,0.18691002479173102
2022-12-21 05:00:00+00:00,0.3431,100.6,0.0016397976805302766,0.18687878619057066
2022-12-21 06:00:00+00:00,0.3401,100.6,0.0016399902500177377,0.18684670051670227
2022-12-21 07:00:00+00:00,0.3407,100.7,0.0016401837400990041,0.1868147003716314
2022-12-21 08:00:00+00:00,0.3424,101.2,0.0016403737508946645,0.1867834259674997
2022-12-21 09:00:00+00:00,0.3438,101.3,0.0016405589502579204,0.18675314159498702
2022-12-21 10:00:00+00:00,0.343,101.0,0.0016407495506401354,0.1867220677376061
2022-12-21 12:00:00+00:00,0.3422,101.0,0.0016409441947487398,0.18669056242823018
2022-12-21 13:00:00+00:00,0.3433,101.0,0.0016411559202756448,0.18665610856137765
2022-12-21 14:00:00+00:00,0.3425,100.5,0.0016413538707178662,0.18662372929328974
2022-12-21 15:00:00+00:00,0.3437,101.1,0.0016415411914624273,0.1865932804696484
2022-12-21 16:00:00+00:00,0.3422,100.6,0.0016417321388611903,0.1865620259128306
2022-12-21 17:00:00+00:00,0.3415,100.7,0.0016419212243688793,0.18653104971103107
2022-12-21 18:00:00+00:00,0.3426,100.6,0.0016421076099884103,0.18650087547416955
2022-12-21 19:00:00+00:00,0.3433,100.1,0.0016422999328261868,0.18646978963822355
2022-12-21 20:00:00+00:00,0.344,100.2,0.0016424850307911153,0.18643997389242342
2022-12-21 21:00:00+00:00,0.3461,100.1,0.001642663979887017,0.18641167529237843
2022-12-21 22:00:00+00:00,0.3459,100.1,0.0016428337488387252,0.18638472003376627
2022-12-21 23:00:00+00:00,0.3449,100.3,0.001643002935390343,0.1863578493797989
2022-12-22 00:00:00+00:00,0.3469,100.7,0.0016431686244627224,0.1863316704266302
2022-12-22 01:00:00+00:00,0.3427,100.4,0.0016433544804345776,0.1863014365616516
2022-12-22 02:00:00+00:00,0.3438,100.6,0.0016435409686055159,0.18627109850268272
2022-12-22 03:00:00+00:00,0.3432,100.7,0.0016437346029931628,0.18623944138706755
2022-12-22 04:00:00+00:00,0.3438,100.7,0.001643915585081633,0.18620995269751686
2022-12-22 05:00:00+00:00,0.3429,100.7,0.0016440959875738488,0.18618042993442924
2022-12-22 06:00:00+00:00,0.3439,100.7,0.0016442714029823483,0.1861518311369964
2022-12-22 07:00:00+00:00,0.3446,100.8,0.0016444419862996487,0.18612390451205743
2022-12-22 08:00:00+00:00,0.3452,101.1,0.0016446121232563406,0.18609600517538744
2022-12-22 09:00:00+00:00,0.3471,101.1,0.0016447765389972922,0.18606940263462657
2022-12-22 10:00:00+00:00,0.3475,100.9,0.0016449383205021017,0.1860433758841019
2022-12-22 11:00:00+00:00,0.3464,101.0,0.0016451083547215986,0.18601593341067654
2022-12-22 12:00:00+00:00,0.3463,101.2,0.0016452821164274168,0.18598769316552877
2022-12-22 13:00:00+00:00,0.3452,100.7,0.0016454540611568571,0.1859597513728129
2022-12-22 14:00:00+00:00,0.343,100.1,0.0016456262206855116,0.18593161518393667
2022-12-22 15:00:00+00:00,0.3429,99.8,0.0016458025944360568,0.18590290406426904
2022-12-22 16:00:00+00:00,0.3439,100.0,0.001645972744506256,0.18587526918887348
2022-12-22 17:00:00+00:00,0.3418,99.6,0.0016461551817501187,0.1858454139045861
2022-12-22 19:00:00+00:00,0.3446,99.8,0.001646327783765744,0.1858175069992836
2022-12-22 20:00:00+00:00,0.3482,100.8,0.0016464878553771128,0.18579189467722868
2022-12-22 21:00:00+00:00,0.3497,101.0,0.001646655845945723,0.1857652545231878
2022-12-22 22:00:00+00:00,0.3486,101.1,0.0016468236059857283,0.1857384438989392
2022-12-22 23:00:00+00:00,0.3492,101.4,0.001646988273684407,0.1857121878100023
2022-12-23 00:00:00+00:00,0.3476,101.3,0.001647166054576312,0.18568359105507126
2022-12-23 01:00:00+00:00,0.3478,101.4,0.0016473526562157566,0.1856534745286789
2022-12-23 02:00:00+00:00,0.3484,101.7,0.0016475385109649104,0.18562335050311135
2022-12-23 03:00:00+00:00,0.3497,101.7,0.0016477148596816518,0.18559493548881306
2022-12-23 04:00:00+00:00,0.35,101.7,0.0016478894335943783,0.18556696153676816
2022-12-23 05:00:00+00:00,0.3502,101.7,0.0016480655170942838,0.1855387715419525
2022-12-23 06:00:00+00:00,0.3501,101.9,0.0016482413543546697,0.18551055606105893
2022-12-23 07:00:00+00:00,0.3492,102.3,0.0016484128993654108,0.1854828235445369
2022-12-23 08:00:00+00:00,0.3498,102.0,0.0016485810122076811,0.18545589497412948
2022-12-23 09:00:00+00:00,0.3499,101.9,0.0016487522788210542,0.18542853261886666
2022-12-23 11:00:00+00:00,0.3511,101.8,0.0016489221318789764,0.1854016315933601
2022-12-23 12:00:00+00:00,0.3516,102.1,0.0016490854442795873,0.18537572679987424
2022-12-23 13:00:00+00:00,0.3521,102.2,0.0016492374970872427,0.1853516180803917
2022-12-23 15:00:00+00:00,0.3501,101.7,0.0016493996012265006,0.1853257410852582
2022-12-23 16:00:00+00:00,0.3502,102.0,0.0016495673070577844,0.18529896255805575
2022-12-23 17:00:00+00:00,0.3515,102.2,0.0016497391611368306,0.18527166281621332
2022-12-23 18:00:00+00:00,0.352,102.2,0.0016499050283639576,0.1852453720896915
2022-12-23 19:00:00+00:00,0.3527,102.1,0.0016500645601053175,0.18522023221071074
2022-12-23 20:00:00+00:00,0.351,102.0,0.001650213952137753,0.18519659723732548
2022-12-23 21:00:00+00:00,0.3533,102.1,0.0016503593453430386,0.18517392209466715
2022-12-23 22:00:00+00:00,0.3538,101.9,0.0016504972494367515,0.18515256385704515
2022-12-23 23:00:00+00:00,0.3543,102.0,0.0016506426788034838,0.18512996480583627
2022-12-24 00:00:00+00:00,0.3523,102.0,0.0016507813907158755,0.18510822843682878
2022-12-24 01:00:00+00:00,0.3526,102.0,0.0016509043380276425,0.18508892603305355
2022-12-24 02:00:00+00:00,0.3525,102.2,0.001650976348125999,0.1850774885037514
2022-12-24 03:00:00+00:00,0.3528,102.5,0.0016509926174547835,0.18507470472480564
2022-12-24 04:00:00+00:00,0.3532,102.7,0.0016509829463706748,0.18507597166730602
2022-12-24 05:00:00+00:00,0.3519,102.2,0.0016509951732118042,0.18507373986437842
2022-12-24 06:00:00+00:00,0.3517,102.1,0.0016510311797943926,0.18506785471799425
2022-12-24 07:00:00+00:00,0.3516,102.2,0.0016510735156018666,0.18506094002442464
2022-12-24 08:00:00+00:00,0.3521,102.0,0.0016511194512824911,0.18505362643400608
2022-12-24 10:00:00+00:00,0.3513,102.1,0.0016511737670863703,0.1850448805620589
2022-12-24 11:00:00+00:00,0.3522,102.0,0.0016512469672629257,0.18503351720848848
2022-12-24 13:00:00+00:00,0.3518,102.0,0.001651323215038201,0.18502156444907392
2022-12-24 14:00:00+00:00,0.3518,101.9,0.0016513930286194496,0.18501060151417534
2022-12-24 15:00:00+00:00,0.3514,101.9,0.0016514941710539135,0.18499485822059608
2022-12-24 16:00:00+00:00,0.3517,102.0,0.0016515948585688893,0.18497923004451067
2022-12-24 17:00:00+00:00,0.3515,101.9,0.0016516908008828973,0.18496416380111658
2022-12-24 18:00:00+00:00,0.3521,101.9,0.0016517836045075135,0.18494982154690354
2022-12-24 19:00:00+00:00,0.3522,101.7,0.001651872876209319,0.18493599291275237
2022-12-24 20:00:00+00:00,0.3524,101.9,0.0016519430365767595,0.18492512659632443
2022-12-24 22:00:00+00:00,0.3516,101.7,0.0016520145918424425,0.1849139502935038
2022-12-24 23:00:00+00:00,0.3517,101.7,0.0016520809032126956,0.18490354577546175
2022-12-25 00:00:00+00:00,0.3516,101.9,0.0016521232456141682,0.18489672362337517
2022-12-25 02:00:00+00:00,0.349,101.6,0.0016521949379580021,0.1848850048598214
2022-12-25 03:00:00+00:00,0.3495,101.7,0.0016522506071618977,0.1848758559030398
2022-12-25 04:00:00+00:00,0.3491,101.6,0.001652288178776756,0.1848694397778005
2022-12-25 05:00:00+00:00,0.3495,101.4,0.0016523565660688457,0.18485841041281462
2022-12-25 06:00:00+00:00,0.3491,101.3,0.0016524414649522858,0.18484475729747302
2022-12-25 07:00:00+00:00,0.3486,101.3,0.001652527124904388,0.18483092358373107
2022-12-25 08:00:00+00:00,0.3482,101.3,0.0016526103330450797,0.18481727502434409
2022-12-25 09:00:00+00:00,0.3485,101.2,0.001652673841640704,0.18480677326920214
2022-12-25 10:00:00+00:00,0.3475,101.1,0.0016527086728001785,0.18480060821212452
2022-12-25 12:00:00+00:00,0.3478,100.9,0.0016527311803218284,0.18479647289061307
2022-12-25 13:00:00+00:00,0.3472,100.7,0.0016527535697314312,0.18479232196521783
2022-12-25 14:00:00+00:00,0.3467,100.4,0.00165279439804706,0.18478529273133015
2022-12-25 15:00:00+00:00,0.3462,100.1,0.0016528487965406981,0.18477615396406094
2022-12-25 16:00:00+00:00,0.3462,100.3,0.0016528940495328338,0.18476838947788485
2022-12-25 17:00:00+00:00,0.3455,99.9,0.001652919474662818,0.18476369844345866
2022-12-25 18:00:00+00:00,0.3459,100.0,0.00165295029585408,0.1847582101392557
2022-12-25 19:00:00+00:00,0.3454,100.5,0.0016529847990001023,0.1847519165310263
2022-12-25 20:00:00+00:00,0.3445,100.3,0.00165301022663674,0.1847469508805527
2022-12-25 21:00:00+00:00,0.3461,101.0,0.0016530415026999729,0.18474115722721568
2022-12-25 22:00:00+00:00,0.3458,101.1,0.001653056111471055,0.1847378718670512
2022-12-25 23:00:00+00:00,0.3457,101.4,0.0016530592810870763,0.18473626637412677
2022-12-26 00:00:00+00:00,0.3474,101.3,0.0016530328278998134,0.184739574128501
2022-12-26 02:00:00+00:00,0.3493,101.9,0.0016530046126663096,0.18474331642243033
2022-12-26 03:00:00+00:00,0.3497,101.5,0.001652954502528114,0.18475064317674011
2022-12-26 04:00:00+00:00,0.35,101.1,0.0016528885159645115,0.18476064023717248
2022-12-26 05:00:00+00:00,0.3496,101.0,0.0016527890161049923,0.18477586041062732
2022-12-26 06:00:00+00:00,0.3503,101.1,0.00165270461429166,0.18478875824912108
2022-12-26 07:00:00+00:00,0.3512,101.0,0.0016526362491089686,0.1847992931925393
2022-12-26 08:00:00+00:00,0.3514,100.9,0.0016525554510443533,0.184811862778756
2022-12-26 09:00:00+00:00,0.3505,101.4,0.0016524653917928292,0.18482566339857348
2022-12-26 10:00:00+00:00,0.3513,101.9,0.0016523376159901385,0.18484537939253637
2022-12-26 11:00:00+00:00,0.3509,102.2,0.0016522284047280785,0.18486203066338114
2022-12-26 12:00:00+00:00,0.3523,102.4,0.0016521256785482555,0.1848778000362516
2022-12-26 13:00:00+00:00,0.3562,102.2,0.0016520293083731267,0.18489326739739842
2022-12-26 14:00:00+00:00,0.3558,102.4,0.001651928637427041,0.1849093031191487
2022-12-26 15:00:00+00:00,0.3564,102.2,0.0016518146306821885,0.18492757687918812
